parameter,mu_star,mu,sigma
num_agents,0.9375,-0.5625,1.125
old_theory_payoff,0.1875,0.1875,0.375
new_theory_payoff_old_true,0.75,0.0,1.224744871391589
new_theory_payoff_new_true,0.0,0.0,0.0
belief_strength_min,0.0,0.0,0.0
belief_strength_max,0.375,-0.375,0.75
h_index_min,0.375,-0.375,0.75
h_index_max,0.0,0.0,0.0
