parameter,mu_star,mu,sigma
num_agents,445.875,302.625,630.5624721231037
old_theory_payoff,376.5,-376.5,526.0874452027914
new_theory_payoff_old_true,220.875,-220.875,230.69358736211112
new_theory_payoff_new_true,31.125,31.125,44.017397128862584
belief_strength_min,374.25,-374.25,529.2694257181308
belief_strength_max,0.0,0.0,0.0
