parameter,mu_star,mu,sigma
num_agents,20.8125,-20.8125,26.069918009077053
old_theory_payoff,184.5,184.5,350.06660080618946
new_theory_payoff_old_true,6.9375,3.1875,8.711522542012963
new_theory_payoff_new_true,182.0625,-182.0625,338.56907068573173
belief_strength_min,174.9375,174.9375,345.88656467836387
belief_strength_max,10.3125,-10.3125,13.252947785304219
h_index_min,10.5,10.5,13.076696830622021
h_index_max,15.375,-15.375,23.21771952625839
