parameter,mu_star,mu,sigma
num_agents,0.6,0.0,1.0
old_theory_payoff,0.3,0.3,0.6324555320336759
new_theory_payoff_old_true,0.375,-0.375,0.6373774391990981
new_theory_payoff_new_true,0.6,-0.6,0.7745966692414834
belief_strength_min,0.375,0.225,0.7115124735378854
belief_strength_max,0.9,0.0,1.224744871391589
h_index_min,0.15,-0.15,0.4743416490252569
h_index_max,0.15,0.15,0.47434164902525694
