size,network_type,success_rate,avg_steps
2,cycle,0.5,63.0
2,wheel,0.4,48.25
2,complete,0.6,58.166666666666664
4,cycle,0.5,77.2
4,wheel,0.7,33.714285714285715
4,complete,0.8,37.875
6,cycle,0.8,63.5
6,wheel,0.6,86.16666666666667
6,complete,0.6,32.666666666666664
8,cycle,1.0,92.2
8,wheel,0.9,54.888888888888886
8,complete,0.7,22.428571428571427
10,cycle,1.0,82.3
10,wheel,1.0,54.1
10,complete,0.8,19.5
12,cycle,1.0,149.3
12,wheel,0.9,62.44444444444444
12,complete,0.8,13.375
