parameter,mu_star,mu,sigma
num_agents,0.2916083916083916,-0.008391608391608392,0.6545998096958586
old_theory_payoff,0.3534965034965035,-0.061888111888111885,0.7189647387645448
new_theory_payoff_old_true,0.3283216783216783,-0.0513986013986014,0.6930260861038656
new_theory_payoff_new_true,0.3241258741258741,0.028321678321678322,0.6932184368148623
belief_strength_min,0.2800699300699301,0.0534965034965035,0.6371892703932498
belief_strength_max,0.2874125874125874,0.023076923076923078,0.6481974907940887
h_index_min,0.28216783216783214,0.0073426573426573424,0.6443016229228734
h_index_max,0.3041958041958042,0.014685314685314685,0.6687772656771163
