parameter,mu_star,mu,sigma
num_agents,7.5,7.5,10.606601717798213
old_theory_payoff,374.25,374.25,529.2694257181308
new_theory_payoff_old_true,7.5,7.5,10.606601717798213
new_theory_payoff_new_true,0.0,0.0,0.0
belief_strength_min,0.0,0.0,0.0
belief_strength_max,0.0,0.0,0.0
