parameter,mu_star,mu,sigma
num_agents,0.45,-0.15,0.8514693182963201
old_theory_payoff,0.3,-0.3,0.6324555320336758
new_theory_payoff_old_true,0.45,0.45,0.724568837309472
new_theory_payoff_new_true,0.6,0.6,0.7745966692414834
belief_strength_min,0.75,0.15,1.1067971810589328
belief_strength_max,0.45,0.15,0.85146931829632
h_index_min,0.3,0.3,0.6324555320336759
h_index_max,0.6,0.0,1.0
