parameter,mu_star,mu,sigma
num_agents,0.6,0.0,1.0
old_theory_payoff,0.3,0.0,0.7071067811865476
new_theory_payoff_old_true,0.3,-0.3,0.6324555320336758
new_theory_payoff_new_true,0.0,0.0,0.0
belief_strength_min,0.6,0.3,0.9486832980505138
belief_strength_max,0.15,0.15,0.47434164902525694
h_index_min,0.3,0.0,0.7071067811865476
h_index_max,0.75,0.15,1.106797181058933
