parameter,mu_star,mu,sigma
num_agents,0.75,0.15,1.106797181058933
old_theory_payoff,0.6,-0.3,0.9486832980505138
new_theory_payoff_old_true,0.3,0.3,0.6324555320336759
new_theory_payoff_new_true,0.6,0.3,0.9486832980505138
belief_strength_min,0.3,0.3,0.6324555320336758
belief_strength_max,0.75,-0.15,1.106797181058933
h_index_min,0.3,0.0,0.7071067811865476
h_index_max,0.45,0.15,0.8514693182963201
