parameter,mu_star,mu,sigma
num_agents,0.5625,-0.1875,0.9437293044088437
old_theory_payoff,0.375,-0.375,0.75
new_theory_payoff_old_true,0.375,0.375,0.75
new_theory_payoff_new_true,1.125,0.375,1.4361406616345072
belief_strength_min,0.0,0.0,0.0
belief_strength_max,0.9375,-0.1875,1.2808688457449497
h_index_min,0.375,0.375,0.75
h_index_max,1.125,1.125,0.75
