simulation_id,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,29,Correct Theory
2,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
3,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,27,Correct Theory
4,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,5,Old Theory
5,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,69,Correct Theory
6,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,42,Correct Theory
7,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,53,Correct Theory
8,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,52,Correct Theory
9,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,93,Correct Theory
10,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
11,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,55,Correct Theory
12,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,44,Correct Theory
13,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,120,Correct Theory
14,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,31,Correct Theory
15,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,61,Correct Theory
16,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,87,Correct Theory
17,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,17,Old Theory
18,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,7,Old Theory
19,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,19,Correct Theory
20,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,62,Correct Theory
21,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,63,Correct Theory
22,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,93,Correct Theory
23,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,92,Correct Theory
