simulation_id,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,22,Correct Theory
2,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,35,Correct Theory
3,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,17,Correct Theory
4,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,13,Correct Theory
5,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,150,Correct Theory
6,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,100,Correct Theory
7,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,3,Old Theory
8,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Correct Theory
9,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,13,Old Theory
10,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
11,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
12,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,3,Old Theory
13,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,13,Correct Theory
14,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
15,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
16,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,14,Correct Theory
17,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,21,Correct Theory
18,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
19,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,14,Correct Theory
20,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Correct Theory
21,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Correct Theory
22,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Old Theory
23,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Correct Theory
24,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
25,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,19,Correct Theory
26,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,3,Old Theory
27,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,51,Correct Theory
28,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,72,Correct Theory
29,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,18,Correct Theory
30,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
31,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,30,Correct Theory
32,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,13,Correct Theory
33,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,10,Correct Theory
34,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
35,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,94,Correct Theory
36,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
37,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,22,Correct Theory
38,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,36,Correct Theory
39,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,13,Correct Theory
40,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,161,Correct Theory
41,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
42,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,33,Correct Theory
43,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,24,Correct Theory
44,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Correct Theory
45,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,14,Correct Theory
46,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
47,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,3,Old Theory
48,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,152,Correct Theory
49,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,62,Correct Theory
50,cycle,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,19,Correct Theory
