simulation_id,agent_class,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,68,Correct Theory
2,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,72,Correct Theory
3,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,209,Correct Theory
4,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,55,Correct Theory
5,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,29,Correct Theory
6,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,79,Correct Theory
7,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,71,Correct Theory
8,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,52,Correct Theory
9,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,26,Correct Theory
10,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,52,Correct Theory
11,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,47,Correct Theory
12,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,107,Correct Theory
13,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,117,Correct Theory
14,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,177,Correct Theory
15,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,69,Correct Theory
16,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,38,Correct Theory
17,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,93,Correct Theory
18,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,7,Old Theory
19,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,93,Correct Theory
20,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,106,Correct Theory
21,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,170,Correct Theory
22,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,121,Correct Theory
23,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,60,Correct Theory
24,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
25,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,89,Correct Theory
26,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,104,Correct Theory
27,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,38,Correct Theory
28,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,75,Correct Theory
29,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,80,Correct Theory
30,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,94,Correct Theory
31,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,86,Correct Theory
32,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,63,Correct Theory
33,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,91,Correct Theory
34,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,96,Correct Theory
35,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,8,Old Theory
36,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,34,Correct Theory
37,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,79,Correct Theory
38,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,93,Correct Theory
39,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
40,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,44,Correct Theory
41,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
42,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
43,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,86,Correct Theory
44,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,69,Correct Theory
45,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,65,Correct Theory
46,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,36,Correct Theory
47,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,63,Correct Theory
48,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,100,Old Theory
49,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,129,Correct Theory
50,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,42,Correct Theory
51,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,96,Correct Theory
52,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
53,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,5,Old Theory
54,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,48,Correct Theory
55,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,93,Correct Theory
56,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,63,Correct Theory
57,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,68,Correct Theory
58,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,37,Correct Theory
59,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,58,Correct Theory
60,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,64,Correct Theory
61,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,271,Correct Theory
62,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,68,Correct Theory
63,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,38,Correct Theory
64,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,44,Correct Theory
65,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
66,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Old Theory
67,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,114,Correct Theory
68,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,73,Correct Theory
69,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,91,Correct Theory
70,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,6,Old Theory
71,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,55,Correct Theory
72,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,40,Correct Theory
73,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
74,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,31,Correct Theory
75,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,65,Correct Theory
76,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,62,Correct Theory
77,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,160,Correct Theory
78,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,143,Correct Theory
79,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,34,Correct Theory
80,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,85,Correct Theory
81,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,93,Correct Theory
82,ScientistAgent,cycle,5,0.5,0.4,0.6,new,"(0.5, 2.0)",True,49,Correct Theory
