simulation_id,network_type,converged,step,theory,num_agents,true_probs_old,true_probs_new
548,cycle,True,1,Old Theory,10,0.2,0.8
549,cycle,True,9,New Theory,10,0.2,0.8
550,cycle,True,8,New Theory,10,0.2,0.8
551,cycle,True,8,New Theory,10,0.2,0.8
552,cycle,True,1,Old Theory,10,0.2,0.8
553,cycle,True,2,Old Theory,10,0.2,0.8
554,cycle,True,1,Old Theory,10,0.2,0.8
555,cycle,True,1,Old Theory,10,0.2,0.8
556,cycle,True,9,New Theory,10,0.2,0.8
557,cycle,True,7,New Theory,10,0.2,0.8
558,cycle,True,1,Old Theory,10,0.2,0.8
559,cycle,True,8,New Theory,10,0.2,0.8
560,cycle,True,10,New Theory,10,0.2,0.8
561,cycle,True,1,Old Theory,10,0.2,0.8
562,cycle,True,8,New Theory,10,0.2,0.8
563,cycle,True,9,New Theory,10,0.2,0.8
564,cycle,True,8,New Theory,10,0.2,0.8
565,cycle,True,8,New Theory,10,0.2,0.8
566,cycle,True,8,New Theory,10,0.2,0.8
567,cycle,True,11,New Theory,10,0.2,0.8
568,cycle,True,1,Old Theory,10,0.2,0.8
569,cycle,True,7,New Theory,10,0.2,0.8
570,cycle,True,8,New Theory,10,0.2,0.8
571,cycle,True,9,New Theory,10,0.2,0.8
572,cycle,True,1,Old Theory,10,0.2,0.8
573,cycle,True,1,Old Theory,10,0.2,0.8
574,cycle,True,8,New Theory,10,0.2,0.8
575,cycle,True,8,New Theory,10,0.2,0.8
576,cycle,True,1,Old Theory,10,0.2,0.8
577,cycle,True,7,New Theory,10,0.2,0.8
578,cycle,True,1,Old Theory,10,0.2,0.8
579,cycle,True,1,Old Theory,10,0.2,0.8
580,cycle,True,9,New Theory,10,0.2,0.8
581,cycle,True,10,New Theory,10,0.2,0.8
582,cycle,True,1,Old Theory,10,0.2,0.8
583,cycle,True,9,New Theory,10,0.2,0.8
584,cycle,True,1,Old Theory,10,0.2,0.8
585,cycle,True,3,Old Theory,10,0.2,0.8
586,cycle,True,8,New Theory,10,0.2,0.8
587,cycle,True,7,New Theory,10,0.2,0.8
588,cycle,True,1,Old Theory,10,0.2,0.8
589,cycle,True,6,New Theory,10,0.2,0.8
590,cycle,True,2,Old Theory,10,0.2,0.8
591,cycle,True,8,New Theory,10,0.2,0.8
592,cycle,True,10,New Theory,10,0.2,0.8
593,cycle,True,9,New Theory,10,0.2,0.8
594,cycle,True,1,Old Theory,10,0.2,0.8
595,cycle,True,7,New Theory,10,0.2,0.8
596,cycle,True,1,Old Theory,10,0.2,0.8
597,cycle,True,7,New Theory,10,0.2,0.8
598,cycle,True,1,Old Theory,10,0.2,0.8
599,cycle,True,1,Old Theory,10,0.2,0.8
600,cycle,True,7,New Theory,10,0.2,0.8
601,cycle,True,1,Old Theory,10,0.2,0.8
602,cycle,True,7,New Theory,10,0.2,0.8
603,cycle,True,10,New Theory,10,0.2,0.8
604,cycle,True,10,New Theory,10,0.2,0.8
605,cycle,True,5,Old Theory,10,0.2,0.8
606,cycle,True,7,New Theory,10,0.2,0.8
607,cycle,True,2,Old Theory,10,0.2,0.8
608,cycle,True,5,New Theory,10,0.2,0.8
609,cycle,True,1,Old Theory,10,0.2,0.8
610,cycle,True,3,Old Theory,10,0.2,0.8
611,cycle,True,3,Old Theory,10,0.2,0.8
612,cycle,True,10,New Theory,10,0.2,0.8
613,cycle,True,8,New Theory,10,0.2,0.8
614,cycle,True,2,Old Theory,10,0.2,0.8
615,cycle,True,7,New Theory,10,0.2,0.8
616,cycle,True,8,New Theory,10,0.2,0.8
617,cycle,True,1,Old Theory,10,0.2,0.8
618,cycle,True,11,New Theory,10,0.2,0.8
619,cycle,True,6,New Theory,10,0.2,0.8
620,cycle,True,10,New Theory,10,0.2,0.8
621,cycle,True,8,New Theory,10,0.2,0.8
622,cycle,True,1,Old Theory,10,0.2,0.8
623,cycle,True,8,New Theory,10,0.2,0.8
624,cycle,True,2,Old Theory,10,0.2,0.8
625,cycle,True,1,Old Theory,10,0.2,0.8
626,cycle,True,8,New Theory,10,0.2,0.8
627,cycle,True,7,New Theory,10,0.2,0.8
628,cycle,True,7,New Theory,10,0.2,0.8
629,cycle,True,6,New Theory,10,0.2,0.8
630,cycle,True,2,Old Theory,10,0.2,0.8
631,cycle,True,1,Old Theory,10,0.2,0.8
632,cycle,True,9,New Theory,10,0.2,0.8
633,cycle,True,11,New Theory,10,0.2,0.8
634,cycle,True,8,New Theory,10,0.2,0.8
635,cycle,True,1,Old Theory,10,0.2,0.8
636,cycle,True,9,New Theory,10,0.2,0.8
637,cycle,True,8,New Theory,10,0.2,0.8
638,cycle,True,2,Old Theory,10,0.2,0.8
639,cycle,True,6,New Theory,10,0.2,0.8
640,cycle,True,6,New Theory,10,0.2,0.8
641,cycle,True,10,New Theory,10,0.2,0.8
642,cycle,True,6,New Theory,10,0.2,0.8
643,cycle,True,8,New Theory,10,0.2,0.8
644,cycle,True,2,Old Theory,10,0.2,0.8
645,cycle,True,9,New Theory,10,0.2,0.8
646,cycle,True,2,Old Theory,10,0.2,0.8
647,cycle,True,6,New Theory,10,0.2,0.8
648,cycle,True,1,Old Theory,10,0.2,0.8
649,cycle,True,8,New Theory,10,0.2,0.8
650,cycle,True,8,New Theory,10,0.2,0.8
651,cycle,True,1,Old Theory,10,0.2,0.8
652,cycle,True,9,New Theory,10,0.2,0.8
653,cycle,True,9,New Theory,10,0.2,0.8
654,cycle,True,1,Old Theory,10,0.2,0.8
655,cycle,True,7,New Theory,10,0.2,0.8
656,cycle,True,8,New Theory,10,0.2,0.8
657,cycle,True,7,New Theory,10,0.2,0.8
658,cycle,True,1,Old Theory,10,0.2,0.8
659,cycle,True,6,New Theory,10,0.2,0.8
660,cycle,True,11,New Theory,10,0.2,0.8
661,cycle,True,12,New Theory,10,0.2,0.8
662,cycle,True,2,Old Theory,10,0.2,0.8
663,cycle,True,7,New Theory,10,0.2,0.8
664,cycle,True,1,Old Theory,10,0.2,0.8
665,cycle,True,6,New Theory,10,0.2,0.8
666,cycle,True,1,Old Theory,10,0.2,0.8
667,cycle,True,6,New Theory,10,0.2,0.8
668,cycle,True,3,Old Theory,10,0.2,0.8
669,cycle,True,1,Old Theory,10,0.2,0.8
670,cycle,True,7,New Theory,10,0.2,0.8
671,cycle,True,7,New Theory,10,0.2,0.8
672,cycle,True,1,Old Theory,10,0.2,0.8
673,cycle,True,7,New Theory,10,0.2,0.8
674,cycle,True,7,New Theory,10,0.2,0.8
675,cycle,True,1,Old Theory,10,0.2,0.8
676,cycle,True,8,New Theory,10,0.2,0.8
677,cycle,True,7,New Theory,10,0.2,0.8
678,cycle,True,2,Old Theory,10,0.2,0.8
679,cycle,True,8,New Theory,10,0.2,0.8
680,cycle,True,12,New Theory,10,0.2,0.8
681,cycle,True,1,Old Theory,10,0.2,0.8
682,cycle,True,8,New Theory,10,0.2,0.8
683,cycle,True,9,New Theory,10,0.2,0.8
684,cycle,True,8,New Theory,10,0.2,0.8
685,cycle,True,11,New Theory,10,0.2,0.8
686,cycle,True,7,New Theory,10,0.2,0.8
687,cycle,True,10,New Theory,10,0.2,0.8
688,cycle,True,1,Old Theory,10,0.2,0.8
689,cycle,True,2,Old Theory,10,0.2,0.8
690,cycle,True,7,New Theory,10,0.2,0.8
691,cycle,True,8,New Theory,10,0.2,0.8
692,cycle,True,1,Old Theory,10,0.2,0.8
693,cycle,True,10,New Theory,10,0.2,0.8
694,cycle,True,8,New Theory,10,0.2,0.8
695,cycle,True,5,New Theory,10,0.2,0.8
696,cycle,True,2,Old Theory,10,0.2,0.8
697,cycle,True,7,New Theory,10,0.2,0.8
698,cycle,True,3,Old Theory,10,0.2,0.8
699,cycle,True,8,New Theory,10,0.2,0.8
700,cycle,True,8,New Theory,10,0.2,0.8
701,cycle,True,3,Old Theory,10,0.2,0.8
702,cycle,True,1,Old Theory,10,0.2,0.8
703,cycle,True,10,New Theory,10,0.2,0.8
704,cycle,True,1,Old Theory,10,0.2,0.8
705,cycle,True,10,New Theory,10,0.2,0.8
706,cycle,True,1,Old Theory,10,0.2,0.8
707,cycle,True,7,New Theory,10,0.2,0.8
708,cycle,True,9,New Theory,10,0.2,0.8
709,cycle,True,7,New Theory,10,0.2,0.8
710,cycle,True,7,New Theory,10,0.2,0.8
711,cycle,True,7,New Theory,10,0.2,0.8
712,cycle,True,8,New Theory,10,0.2,0.8
713,cycle,True,1,Old Theory,10,0.2,0.8
714,cycle,True,1,Old Theory,10,0.2,0.8
715,cycle,True,1,Old Theory,10,0.2,0.8
716,cycle,True,8,New Theory,10,0.2,0.8
717,cycle,True,1,Old Theory,10,0.2,0.8
718,cycle,True,7,New Theory,10,0.2,0.8
719,cycle,True,8,New Theory,10,0.2,0.8
720,cycle,True,7,New Theory,10,0.2,0.8
721,cycle,True,13,New Theory,10,0.2,0.8
722,cycle,True,10,New Theory,10,0.2,0.8
723,cycle,True,8,New Theory,10,0.2,0.8
724,cycle,True,3,Old Theory,10,0.2,0.8
725,cycle,True,6,New Theory,10,0.2,0.8
726,cycle,True,1,Old Theory,10,0.2,0.8
727,cycle,True,1,Old Theory,10,0.2,0.8
728,cycle,True,5,New Theory,10,0.2,0.8
729,cycle,True,6,New Theory,10,0.2,0.8
730,cycle,True,8,New Theory,10,0.2,0.8
731,cycle,True,8,New Theory,10,0.2,0.8
732,cycle,True,10,New Theory,10,0.2,0.8
733,cycle,True,8,New Theory,10,0.2,0.8
734,cycle,True,7,New Theory,10,0.2,0.8
735,cycle,True,7,New Theory,10,0.2,0.8
736,cycle,True,7,New Theory,10,0.2,0.8
737,cycle,True,7,New Theory,10,0.2,0.8
738,cycle,True,2,Old Theory,10,0.2,0.8
739,cycle,True,9,New Theory,10,0.2,0.8
740,cycle,True,8,New Theory,10,0.2,0.8
741,cycle,True,9,New Theory,10,0.2,0.8
742,cycle,True,1,Old Theory,10,0.2,0.8
743,cycle,True,9,New Theory,10,0.2,0.8
744,cycle,True,8,New Theory,10,0.2,0.8
745,cycle,True,6,New Theory,10,0.2,0.8
746,cycle,True,1,Old Theory,10,0.2,0.8
747,cycle,True,7,New Theory,10,0.2,0.8
748,cycle,True,3,Old Theory,10,0.2,0.8
749,cycle,True,7,New Theory,10,0.2,0.8
750,cycle,True,2,Old Theory,10,0.2,0.8
751,cycle,True,1,Old Theory,10,0.2,0.8
752,cycle,True,14,New Theory,10,0.2,0.8
753,cycle,True,1,Old Theory,10,0.2,0.8
754,cycle,True,1,Old Theory,10,0.2,0.8
755,cycle,True,7,New Theory,10,0.2,0.8
756,cycle,True,2,Old Theory,10,0.2,0.8
757,cycle,True,7,New Theory,10,0.2,0.8
758,cycle,True,1,Old Theory,10,0.2,0.8
759,cycle,True,3,Old Theory,10,0.2,0.8
760,cycle,True,2,Old Theory,10,0.2,0.8
761,cycle,True,1,Old Theory,10,0.2,0.8
762,cycle,True,1,Old Theory,10,0.2,0.8
763,cycle,True,2,Old Theory,10,0.2,0.8
764,cycle,True,1,Old Theory,10,0.2,0.8
765,cycle,True,8,New Theory,10,0.2,0.8
766,cycle,True,6,New Theory,10,0.2,0.8
767,cycle,True,6,New Theory,10,0.2,0.8
768,cycle,True,1,Old Theory,10,0.2,0.8
769,cycle,True,9,New Theory,10,0.2,0.8
770,cycle,True,8,New Theory,10,0.2,0.8
771,cycle,True,6,New Theory,10,0.2,0.8
772,cycle,True,1,Old Theory,10,0.2,0.8
773,cycle,True,7,New Theory,10,0.2,0.8
774,cycle,True,3,Old Theory,10,0.2,0.8
775,cycle,True,2,Old Theory,10,0.2,0.8
776,cycle,True,9,New Theory,10,0.2,0.8
777,cycle,True,7,New Theory,10,0.2,0.8
778,cycle,True,1,Old Theory,10,0.2,0.8
779,cycle,True,7,New Theory,10,0.2,0.8
780,cycle,True,1,Old Theory,10,0.2,0.8
781,cycle,True,6,New Theory,10,0.2,0.8
782,cycle,True,10,New Theory,10,0.2,0.8
783,cycle,True,1,Old Theory,10,0.2,0.8
784,cycle,True,7,New Theory,10,0.2,0.8
785,cycle,True,1,Old Theory,10,0.2,0.8
786,cycle,True,8,New Theory,10,0.2,0.8
787,cycle,True,8,New Theory,10,0.2,0.8
788,cycle,True,8,New Theory,10,0.2,0.8
789,cycle,True,7,New Theory,10,0.2,0.8
790,cycle,True,4,Old Theory,10,0.2,0.8
791,cycle,True,3,Old Theory,10,0.2,0.8
792,cycle,True,9,New Theory,10,0.2,0.8
793,cycle,True,8,New Theory,10,0.2,0.8
794,cycle,True,8,New Theory,10,0.2,0.8
795,cycle,True,7,New Theory,10,0.2,0.8
796,cycle,True,7,New Theory,10,0.2,0.8
797,cycle,True,8,New Theory,10,0.2,0.8
798,cycle,True,6,New Theory,10,0.2,0.8
799,cycle,True,6,New Theory,10,0.2,0.8
800,cycle,True,6,New Theory,10,0.2,0.8
801,cycle,True,9,New Theory,10,0.2,0.8
802,cycle,True,2,Old Theory,10,0.2,0.8
803,cycle,True,1,Old Theory,10,0.2,0.8
804,cycle,True,7,New Theory,10,0.2,0.8
805,cycle,True,1,Old Theory,10,0.2,0.8
806,cycle,True,2,Old Theory,10,0.2,0.8
807,cycle,True,11,New Theory,10,0.2,0.8
808,cycle,True,2,Old Theory,10,0.2,0.8
809,cycle,True,7,New Theory,10,0.2,0.8
810,cycle,True,2,Old Theory,10,0.2,0.8
811,cycle,True,7,New Theory,10,0.2,0.8
812,cycle,True,2,Old Theory,10,0.2,0.8
813,cycle,True,9,New Theory,10,0.2,0.8
814,cycle,True,2,Old Theory,10,0.2,0.8
815,cycle,True,2,Old Theory,10,0.2,0.8
816,cycle,True,11,New Theory,10,0.2,0.8
817,cycle,True,5,New Theory,10,0.2,0.8
818,cycle,True,10,New Theory,10,0.2,0.8
819,cycle,True,7,New Theory,10,0.2,0.8
820,cycle,True,10,New Theory,10,0.2,0.8
821,cycle,True,10,New Theory,10,0.2,0.8
822,cycle,True,8,New Theory,10,0.2,0.8
823,cycle,True,7,New Theory,10,0.2,0.8
824,cycle,True,6,New Theory,10,0.2,0.8
825,cycle,True,7,New Theory,10,0.2,0.8
826,cycle,True,10,New Theory,10,0.2,0.8
827,cycle,True,2,Old Theory,10,0.2,0.8
828,cycle,True,4,Old Theory,10,0.2,0.8
829,cycle,True,11,New Theory,10,0.2,0.8
830,cycle,True,6,New Theory,10,0.2,0.8
831,cycle,True,3,Old Theory,10,0.2,0.8
832,cycle,True,7,New Theory,10,0.2,0.8
833,cycle,True,6,New Theory,10,0.2,0.8
834,cycle,True,2,Old Theory,10,0.2,0.8
835,cycle,True,8,New Theory,10,0.2,0.8
836,cycle,True,7,New Theory,10,0.2,0.8
837,cycle,True,7,New Theory,10,0.2,0.8
838,cycle,True,2,Old Theory,10,0.2,0.8
839,cycle,True,8,New Theory,10,0.2,0.8
840,cycle,True,1,Old Theory,10,0.2,0.8
841,cycle,True,8,New Theory,10,0.2,0.8
842,cycle,True,1,Old Theory,10,0.2,0.8
843,cycle,True,6,New Theory,10,0.2,0.8
844,cycle,True,8,New Theory,10,0.2,0.8
845,cycle,True,8,New Theory,10,0.2,0.8
846,cycle,True,8,New Theory,10,0.2,0.8
847,cycle,True,10,New Theory,10,0.2,0.8
848,cycle,True,10,New Theory,10,0.2,0.8
849,cycle,True,8,New Theory,10,0.2,0.8
850,cycle,True,8,New Theory,10,0.2,0.8
851,cycle,True,1,Old Theory,10,0.2,0.8
852,cycle,True,10,New Theory,10,0.2,0.8
853,cycle,True,8,New Theory,10,0.2,0.8
854,cycle,True,1,Old Theory,10,0.2,0.8
855,cycle,True,1,Old Theory,10,0.2,0.8
856,cycle,True,1,Old Theory,10,0.2,0.8
857,cycle,True,1,Old Theory,10,0.2,0.8
858,cycle,True,9,New Theory,10,0.2,0.8
859,cycle,True,9,New Theory,10,0.2,0.8
860,cycle,True,8,New Theory,10,0.2,0.8
861,cycle,True,7,New Theory,10,0.2,0.8
862,cycle,True,7,New Theory,10,0.2,0.8
863,cycle,True,9,New Theory,10,0.2,0.8
864,cycle,True,8,New Theory,10,0.2,0.8
865,cycle,True,11,New Theory,10,0.2,0.8
866,cycle,True,8,New Theory,10,0.2,0.8
867,cycle,True,9,New Theory,10,0.2,0.8
868,cycle,True,8,New Theory,10,0.2,0.8
869,cycle,True,6,New Theory,10,0.2,0.8
870,cycle,True,1,Old Theory,10,0.2,0.8
871,cycle,True,9,New Theory,10,0.2,0.8
872,cycle,True,1,Old Theory,10,0.2,0.8
873,cycle,True,1,Old Theory,10,0.2,0.8
874,cycle,True,8,New Theory,10,0.2,0.8
875,cycle,True,3,Old Theory,10,0.2,0.8
876,cycle,True,6,New Theory,10,0.2,0.8
877,cycle,True,9,New Theory,10,0.2,0.8
878,cycle,True,7,New Theory,10,0.2,0.8
879,cycle,True,1,Old Theory,10,0.2,0.8
880,cycle,True,2,Old Theory,10,0.2,0.8
881,cycle,True,7,New Theory,10,0.2,0.8
882,cycle,True,2,Old Theory,10,0.2,0.8
883,cycle,True,8,New Theory,10,0.2,0.8
884,cycle,True,7,New Theory,10,0.2,0.8
885,cycle,True,8,New Theory,10,0.2,0.8
886,cycle,True,2,Old Theory,10,0.2,0.8
887,cycle,True,9,New Theory,10,0.2,0.8
888,cycle,True,1,Old Theory,10,0.2,0.8
889,cycle,True,8,New Theory,10,0.2,0.8
890,cycle,True,8,New Theory,10,0.2,0.8
891,cycle,True,5,New Theory,10,0.2,0.8
892,cycle,True,9,New Theory,10,0.2,0.8
893,cycle,True,8,New Theory,10,0.2,0.8
894,cycle,True,2,Old Theory,10,0.2,0.8
895,cycle,True,1,Old Theory,10,0.2,0.8
896,cycle,True,1,Old Theory,10,0.2,0.8
897,cycle,True,10,New Theory,10,0.2,0.8
898,cycle,True,2,Old Theory,10,0.2,0.8
899,cycle,True,2,Old Theory,10,0.2,0.8
900,cycle,True,9,New Theory,10,0.2,0.8
901,cycle,True,11,New Theory,10,0.2,0.8
902,cycle,True,8,New Theory,10,0.2,0.8
903,cycle,True,1,Old Theory,10,0.2,0.8
904,cycle,True,7,New Theory,10,0.2,0.8
905,cycle,True,1,Old Theory,10,0.2,0.8
906,cycle,True,8,New Theory,10,0.2,0.8
907,cycle,True,5,New Theory,10,0.2,0.8
908,cycle,True,7,New Theory,10,0.2,0.8
909,cycle,True,7,New Theory,10,0.2,0.8
910,cycle,True,1,Old Theory,10,0.2,0.8
911,cycle,True,6,New Theory,10,0.2,0.8
912,cycle,True,3,Old Theory,10,0.2,0.8
913,cycle,True,8,New Theory,10,0.2,0.8
914,cycle,True,9,New Theory,10,0.2,0.8
915,cycle,True,2,Old Theory,10,0.2,0.8
916,cycle,True,6,New Theory,10,0.2,0.8
917,cycle,True,7,New Theory,10,0.2,0.8
918,cycle,True,2,Old Theory,10,0.2,0.8
919,cycle,True,1,Old Theory,10,0.2,0.8
920,cycle,True,3,Old Theory,10,0.2,0.8
921,cycle,True,1,Old Theory,10,0.2,0.8
922,cycle,True,11,New Theory,10,0.2,0.8
923,cycle,True,9,New Theory,10,0.2,0.8
924,cycle,True,9,New Theory,10,0.2,0.8
925,cycle,True,8,New Theory,10,0.2,0.8
926,cycle,True,5,New Theory,10,0.2,0.8
927,cycle,True,10,New Theory,10,0.2,0.8
928,cycle,True,1,Old Theory,10,0.2,0.8
929,cycle,True,8,New Theory,10,0.2,0.8
930,cycle,True,6,New Theory,10,0.2,0.8
931,cycle,True,1,Old Theory,10,0.2,0.8
932,cycle,True,7,New Theory,10,0.2,0.8
933,cycle,True,9,New Theory,10,0.2,0.8
934,cycle,True,4,Old Theory,10,0.2,0.8
935,cycle,True,1,Old Theory,10,0.2,0.8
936,cycle,True,5,New Theory,10,0.2,0.8
937,cycle,True,8,New Theory,10,0.2,0.8
938,cycle,True,9,New Theory,10,0.2,0.8
939,cycle,True,7,New Theory,10,0.2,0.8
940,cycle,True,9,New Theory,10,0.2,0.8
941,cycle,True,3,Old Theory,10,0.2,0.8
942,cycle,True,7,New Theory,10,0.2,0.8
943,cycle,True,8,New Theory,10,0.2,0.8
944,cycle,True,6,New Theory,10,0.2,0.8
945,cycle,True,6,New Theory,10,0.2,0.8
946,cycle,True,7,New Theory,10,0.2,0.8
947,cycle,True,6,New Theory,10,0.2,0.8
948,cycle,True,9,New Theory,10,0.2,0.8
949,cycle,True,2,Old Theory,10,0.2,0.8
950,cycle,True,7,New Theory,10,0.2,0.8
951,cycle,True,12,New Theory,10,0.2,0.8
952,cycle,True,10,New Theory,10,0.2,0.8
953,cycle,True,7,New Theory,10,0.2,0.8
954,cycle,True,8,New Theory,10,0.2,0.8
955,cycle,True,1,Old Theory,10,0.2,0.8
956,cycle,True,7,New Theory,10,0.2,0.8
957,cycle,True,8,New Theory,10,0.2,0.8
958,cycle,True,8,New Theory,10,0.2,0.8
959,cycle,True,7,New Theory,10,0.2,0.8
960,cycle,True,9,New Theory,10,0.2,0.8
961,cycle,True,10,New Theory,10,0.2,0.8
962,cycle,True,1,Old Theory,10,0.2,0.8
963,cycle,True,6,New Theory,10,0.2,0.8
964,cycle,True,3,Old Theory,10,0.2,0.8
965,cycle,True,9,New Theory,10,0.2,0.8
966,cycle,True,9,New Theory,10,0.2,0.8
967,cycle,True,2,Old Theory,10,0.2,0.8
968,cycle,True,1,Old Theory,10,0.2,0.8
969,cycle,True,1,Old Theory,10,0.2,0.8
970,cycle,True,1,Old Theory,10,0.2,0.8
971,cycle,True,9,New Theory,10,0.2,0.8
972,cycle,True,1,Old Theory,10,0.2,0.8
973,cycle,True,6,New Theory,10,0.2,0.8
974,cycle,True,1,Old Theory,10,0.2,0.8
975,cycle,True,4,Old Theory,10,0.2,0.8
976,cycle,True,2,Old Theory,10,0.2,0.8
977,cycle,True,7,New Theory,10,0.2,0.8
978,cycle,True,1,Old Theory,10,0.2,0.8
979,cycle,True,10,New Theory,10,0.2,0.8
980,cycle,True,2,Old Theory,10,0.2,0.8
981,cycle,True,7,New Theory,10,0.2,0.8
982,cycle,True,1,Old Theory,10,0.2,0.8
983,cycle,True,1,Old Theory,10,0.2,0.8
984,cycle,True,12,New Theory,10,0.2,0.8
985,cycle,True,6,New Theory,10,0.2,0.8
986,cycle,True,8,New Theory,10,0.2,0.8
987,cycle,True,9,New Theory,10,0.2,0.8
988,cycle,True,9,New Theory,10,0.2,0.8
989,cycle,True,8,New Theory,10,0.2,0.8
990,cycle,True,9,New Theory,10,0.2,0.8
991,cycle,True,9,New Theory,10,0.2,0.8
992,cycle,True,11,New Theory,10,0.2,0.8
993,cycle,True,1,Old Theory,10,0.2,0.8
994,cycle,True,8,New Theory,10,0.2,0.8
995,cycle,True,12,New Theory,10,0.2,0.8
996,cycle,True,1,Old Theory,10,0.2,0.8
997,cycle,True,8,New Theory,10,0.2,0.8
998,cycle,True,6,New Theory,10,0.2,0.8
999,cycle,True,3,Old Theory,10,0.2,0.8
1000,cycle,True,7,New Theory,10,0.2,0.8
1001,cycle,True,1,Old Theory,10,0.2,0.8
1002,cycle,True,7,New Theory,10,0.2,0.8
1003,cycle,True,8,New Theory,10,0.2,0.8
1004,cycle,True,8,New Theory,10,0.2,0.8
1005,cycle,True,8,New Theory,10,0.2,0.8
1006,cycle,True,3,Old Theory,10,0.2,0.8
1007,cycle,True,7,New Theory,10,0.2,0.8
1008,cycle,True,8,New Theory,10,0.2,0.8
1009,cycle,True,12,New Theory,10,0.2,0.8
1010,cycle,True,1,Old Theory,10,0.2,0.8
1011,cycle,True,2,Old Theory,10,0.2,0.8
1012,cycle,True,8,New Theory,10,0.2,0.8
1013,cycle,True,7,New Theory,10,0.2,0.8
1014,cycle,True,7,New Theory,10,0.2,0.8
1015,cycle,True,2,Old Theory,10,0.2,0.8
1016,cycle,True,4,Old Theory,10,0.2,0.8
1017,cycle,True,7,New Theory,10,0.2,0.8
1018,cycle,True,2,Old Theory,10,0.2,0.8
1019,cycle,True,7,New Theory,10,0.2,0.8
1020,cycle,True,1,Old Theory,10,0.2,0.8
1021,cycle,True,10,New Theory,10,0.2,0.8
1022,cycle,True,7,New Theory,10,0.2,0.8
1023,cycle,True,2,Old Theory,10,0.2,0.8
1024,cycle,True,2,Old Theory,10,0.2,0.8
1025,cycle,True,8,New Theory,10,0.2,0.8
1026,cycle,True,9,New Theory,10,0.2,0.8
1027,cycle,True,11,New Theory,10,0.2,0.8
1028,cycle,True,6,New Theory,10,0.2,0.8
1029,cycle,True,2,Old Theory,10,0.2,0.8
1030,cycle,True,1,Old Theory,10,0.2,0.8
1031,cycle,True,7,New Theory,10,0.2,0.8
1032,cycle,True,10,New Theory,10,0.2,0.8
1033,cycle,True,5,New Theory,10,0.2,0.8
1034,cycle,True,6,New Theory,10,0.2,0.8
1035,cycle,True,8,New Theory,10,0.2,0.8
1036,cycle,True,1,Old Theory,10,0.2,0.8
1037,cycle,True,8,New Theory,10,0.2,0.8
1038,cycle,True,10,New Theory,10,0.2,0.8
1039,cycle,True,11,New Theory,10,0.2,0.8
1040,cycle,True,10,New Theory,10,0.2,0.8
1041,cycle,True,8,New Theory,10,0.2,0.8
1042,cycle,True,7,New Theory,10,0.2,0.8
1043,cycle,True,7,New Theory,10,0.2,0.8
1044,cycle,True,1,Old Theory,10,0.2,0.8
1045,cycle,True,1,Old Theory,10,0.2,0.8
1046,cycle,True,6,New Theory,10,0.2,0.8
1047,cycle,True,1,Old Theory,10,0.2,0.8
1048,cycle,True,7,New Theory,10,0.2,0.8
1049,cycle,True,1,Old Theory,10,0.2,0.8
1050,cycle,True,2,Old Theory,10,0.2,0.8
1051,cycle,True,3,Old Theory,10,0.2,0.8
1052,cycle,True,6,New Theory,10,0.2,0.8
1053,cycle,True,6,New Theory,10,0.2,0.8
1054,cycle,True,3,Old Theory,10,0.2,0.8
1055,cycle,True,8,New Theory,10,0.2,0.8
1056,cycle,True,7,New Theory,10,0.2,0.8
1057,cycle,True,6,New Theory,10,0.2,0.8
1058,cycle,True,2,Old Theory,10,0.2,0.8
1059,cycle,True,6,New Theory,10,0.2,0.8
1060,cycle,True,8,New Theory,10,0.2,0.8
1061,cycle,True,7,New Theory,10,0.2,0.8
1062,cycle,True,6,New Theory,10,0.2,0.8
1063,cycle,True,1,Old Theory,10,0.2,0.8
1064,cycle,True,11,New Theory,10,0.2,0.8
1065,cycle,True,1,Old Theory,10,0.2,0.8
1066,cycle,True,7,New Theory,10,0.2,0.8
1067,cycle,True,10,New Theory,10,0.2,0.8
1068,cycle,True,7,New Theory,10,0.2,0.8
1069,cycle,True,2,Old Theory,10,0.2,0.8
1070,cycle,True,7,New Theory,10,0.2,0.8
1071,cycle,True,1,Old Theory,10,0.2,0.8
1072,cycle,True,7,New Theory,10,0.2,0.8
1073,cycle,True,1,Old Theory,10,0.2,0.8
1074,cycle,True,7,New Theory,10,0.2,0.8
1075,cycle,True,9,New Theory,10,0.2,0.8
1076,cycle,True,1,Old Theory,10,0.2,0.8
1077,cycle,True,7,New Theory,10,0.2,0.8
1078,cycle,True,9,New Theory,10,0.2,0.8
1079,cycle,True,4,Old Theory,10,0.2,0.8
1080,cycle,True,1,Old Theory,10,0.2,0.8
1081,cycle,True,1,Old Theory,10,0.2,0.8
1082,cycle,True,7,New Theory,10,0.2,0.8
1083,cycle,True,1,Old Theory,10,0.2,0.8
1084,cycle,True,1,Old Theory,10,0.2,0.8
1085,cycle,True,7,New Theory,10,0.2,0.8
1086,cycle,True,7,New Theory,10,0.2,0.8
1087,cycle,True,9,New Theory,10,0.2,0.8
1088,cycle,True,9,New Theory,10,0.2,0.8
1089,cycle,True,13,New Theory,10,0.2,0.8
1090,cycle,True,2,Old Theory,10,0.2,0.8
1091,cycle,True,7,New Theory,10,0.2,0.8
1092,cycle,True,1,Old Theory,10,0.2,0.8
1093,cycle,True,7,New Theory,10,0.2,0.8
