simulation_id,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,27,Correct Theory
2,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,75,Correct Theory
3,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,47,Correct Theory
4,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,41,Correct Theory
5,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,77,Correct Theory
6,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
7,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,49,Correct Theory
8,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,48,Correct Theory
9,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,29,Correct Theory
10,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,27,Correct Theory
11,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,57,Correct Theory
12,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,31,Correct Theory
13,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,27,Correct Theory
14,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,24,Correct Theory
15,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,31,Correct Theory
16,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,22,Correct Theory
17,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,48,Correct Theory
18,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,40,Correct Theory
19,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,32,Correct Theory
20,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,61,Correct Theory
21,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,22,Correct Theory
22,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,28,Correct Theory
23,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,53,Correct Theory
24,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,64,Correct Theory
25,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,38,Correct Theory
26,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,102,Correct Theory
27,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,36,Correct Theory
28,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,31,Correct Theory
29,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,45,Correct Theory
30,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,43,Correct Theory
31,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,41,Correct Theory
32,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,54,Correct Theory
33,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,46,Correct Theory
34,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,34,Correct Theory
35,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,64,Correct Theory
36,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,55,Correct Theory
37,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,69,Correct Theory
38,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,41,Correct Theory
39,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,40,Correct Theory
40,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,81,Correct Theory
41,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,62,Correct Theory
42,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,84,Correct Theory
43,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,104,Correct Theory
44,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,28,Correct Theory
45,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,36,Correct Theory
46,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,39,Correct Theory
47,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,27,Correct Theory
48,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,28,Correct Theory
49,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,54,Correct Theory
50,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,59,Correct Theory
51,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,25,Correct Theory
52,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,32,Correct Theory
53,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,93,Correct Theory
54,wheel,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,66,Correct Theory
