simulation_id,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Correct Theory
2,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,5,Old Theory
3,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,16,Correct Theory
4,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
5,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,17,Correct Theory
6,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Correct Theory
7,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,10,Correct Theory
8,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,52,Correct Theory
9,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,28,Correct Theory
10,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,3,Old Theory
11,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,30,Correct Theory
12,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Correct Theory
13,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,25,Correct Theory
14,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,10,Correct Theory
15,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,14,Correct Theory
16,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Correct Theory
17,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,29,Correct Theory
18,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Correct Theory
19,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Correct Theory
20,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,13,Correct Theory
21,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Correct Theory
22,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Correct Theory
23,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Correct Theory
24,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,45,Correct Theory
25,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,35,Correct Theory
26,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Correct Theory
27,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,84,Correct Theory
28,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
29,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
30,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,23,Correct Theory
31,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,18,Correct Theory
32,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",False,2000,
33,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",False,2000,
34,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,126,Correct Theory
35,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,5,Old Theory
36,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,14,Correct Theory
37,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,35,Correct Theory
38,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,18,Correct Theory
39,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,29,Correct Theory
40,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,3,Old Theory
41,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,14,Correct Theory
42,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",False,2000,
43,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,22,Correct Theory
44,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
45,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,8,Old Theory
46,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,91,Correct Theory
47,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,16,Correct Theory
48,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,15,Correct Theory
49,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Correct Theory
50,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,58,Correct Theory
51,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,97,Correct Theory
52,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,13,Correct Theory
53,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,111,Correct Theory
54,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,15,Correct Theory
55,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Correct Theory
56,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,8,Old Theory
57,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Correct Theory
58,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,15,Correct Theory
59,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,17,Correct Theory
60,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Correct Theory
61,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,119,Correct Theory
62,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,15,Correct Theory
63,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,128,Correct Theory
64,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",False,2000,
65,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,3,Old Theory
66,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,61,Correct Theory
67,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,46,Correct Theory
68,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,85,Correct Theory
69,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,41,Correct Theory
70,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,7,Old Theory
71,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,24,Correct Theory
72,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
73,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,176,Correct Theory
74,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",False,2000,
75,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",False,2000,
76,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,26,Correct Theory
77,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,106,Correct Theory
78,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,27,Correct Theory
79,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,140,Correct Theory
80,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,35,Correct Theory
81,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,17,Correct Theory
82,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,19,Correct Theory
83,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
84,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,34,Correct Theory
85,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,14,Correct Theory
86,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,22,Correct Theory
87,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,3,Old Theory
88,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,17,Correct Theory
89,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,23,Correct Theory
90,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,52,Correct Theory
91,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,115,Correct Theory
92,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Correct Theory
93,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,28,Correct Theory
94,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
95,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,17,Correct Theory
96,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,8,Correct Theory
97,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,24,Correct Theory
98,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,41,Correct Theory
99,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
100,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,17,Correct Theory
101,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
102,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
103,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,41,Correct Theory
104,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,134,Correct Theory
105,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,10,Correct Theory
106,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",False,2000,
107,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Correct Theory
108,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,10,Correct Theory
109,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,52,Correct Theory
110,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,76,Correct Theory
111,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,114,Correct Theory
112,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
113,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,73,Correct Theory
114,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,30,Correct Theory
115,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
116,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Correct Theory
117,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,29,Old Theory
118,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
119,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,103,Correct Theory
120,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Correct Theory
121,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,296,Correct Theory
122,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,7,Correct Theory
123,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,35,Correct Theory
124,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,21,Correct Theory
125,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,19,Correct Theory
126,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,25,Correct Theory
127,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,33,Correct Theory
128,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
129,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,8,Correct Theory
130,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,16,Correct Theory
131,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,41,Correct Theory
132,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,44,Correct Theory
133,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Correct Theory
134,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Correct Theory
135,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,31,Correct Theory
136,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,6,Old Theory
137,wheel,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,15,Correct Theory
