simulation_id,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
2,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,42,Correct Theory
3,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,3,Old Theory
4,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,36,Old Theory
5,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,59,Correct Theory
6,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,35,Correct Theory
7,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
8,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
9,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,45,Correct Theory
10,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,25,Correct Theory
11,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,34,Correct Theory
12,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,37,Correct Theory
13,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,62,Correct Theory
14,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,52,Correct Theory
15,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
16,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
17,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,70,Correct Theory
18,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,67,Correct Theory
19,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
20,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,78,Correct Theory
21,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,8,Old Theory
22,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,54,Correct Theory
23,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,54,Correct Theory
24,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,34,Correct Theory
25,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,83,Correct Theory
26,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,40,Correct Theory
27,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,74,Correct Theory
28,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
29,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,41,Correct Theory
30,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,32,Correct Theory
31,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,5,Old Theory
32,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
33,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
34,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,82,Correct Theory
35,wheel,2,0.5,0.4,0.6,new,"(0.5, 2.0)",True,78,Correct Theory
