simulation_id,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,28,Correct Theory
2,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,3,Old Theory
3,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,38,Correct Theory
4,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,31,Correct Theory
5,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,21,Correct Theory
6,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,31,Correct Theory
7,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
8,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
9,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,16,Correct Theory
10,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
11,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
12,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,27,Correct Theory
13,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
14,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,49,Correct Theory
15,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
16,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Old Theory
17,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,22,Correct Theory
18,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Correct Theory
19,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,25,Correct Theory
20,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
21,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
22,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,5,Old Theory
23,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Old Theory
