simulation_id,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
2,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,38,Correct Theory
3,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,21,Correct Theory
4,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,38,Correct Theory
5,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
6,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,35,Correct Theory
7,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
8,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,23,Correct Theory
9,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,69,Correct Theory
10,complete,4,0.5,0.4,0.6,new,"(0.5, 2.0)",True,59,Correct Theory
