simulation_id,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
2,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,16,Correct Theory
3,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,33,Correct Theory
4,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,15,Correct Theory
5,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
6,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
7,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,7,Old Theory
8,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,16,Correct Theory
9,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,25,Correct Theory
10,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
11,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,38,Correct Theory
12,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
13,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,24,Correct Theory
14,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,39,Correct Theory
15,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,22,Correct Theory
16,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,1,Old Theory
17,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Old Theory
18,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,8,Correct Theory
19,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,18,Correct Theory
20,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,19,Correct Theory
21,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
22,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,33,Correct Theory
23,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,17,Correct Theory
24,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,22,Correct Theory
25,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,21,Correct Theory
26,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,6,Old Theory
27,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,6,Old Theory
28,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,20,Correct Theory
29,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Old Theory
30,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,19,Correct Theory
31,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,2,Old Theory
32,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,18,Correct Theory
33,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,28,Correct Theory
34,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Correct Theory
35,complete,6,0.5,0.4,0.6,new,"(0.5, 2.0)",True,4,Old Theory
