simulation_id,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,22,Correct Theory
2,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,8,Correct Theory
3,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Correct Theory
4,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,5,Old Theory
5,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,15,Correct Theory
6,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Correct Theory
7,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Correct Theory
8,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,15,Correct Theory
9,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,14,Correct Theory
10,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,11,Old Theory
11,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,7,Correct Theory
12,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,3,Old Theory
13,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,10,Correct Theory
14,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,3,Old Theory
15,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Correct Theory
16,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Correct Theory
17,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,8,Correct Theory
18,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,13,Correct Theory
19,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,19,Correct Theory
20,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,7,Correct Theory
21,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Correct Theory
22,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,21,Correct Theory
23,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,13,Correct Theory
24,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,21,Correct Theory
25,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Correct Theory
26,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,10,Correct Theory
27,complete,10,0.5,0.4,0.6,new,"(0.5, 2.0)",True,17,Correct Theory
