simulation_id,network_type,num_agents,old_theory_payoff,new_theory_payoff_if_old_true,new_theory_payoff_if_new_true,true_theory,belief_strength_range,converged,step,theory
1,complete,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,12,Old Theory
2,complete,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,17,Correct Theory
3,complete,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,10,Correct Theory
4,complete,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,21,Correct Theory
5,complete,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,19,Correct Theory
6,complete,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,13,Old Theory
7,complete,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,10,Correct Theory
8,complete,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,9,Correct Theory
9,complete,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,8,Correct Theory
10,complete,12,0.5,0.4,0.6,new,"(0.5, 2.0)",True,13,Correct Theory
