parameter,mu_star,mu,sigma
num_agents,0.5625,-0.5625,1.125
old_theory_payoff,0.5625,0.5625,1.125
new_theory_payoff_old_true,1.6875,1.6875,1.9724667297574374
new_theory_payoff_new_true,0.5625,0.5625,1.125
belief_strength_min,187.125,186.375,373.7506688957225
belief_strength_max,1.3125,0.1875,2.1542109924517607
h_index_min,0.1875,-0.1875,0.375
h_index_max,0.5625,0.1875,0.9437293044088437
