parameter,mu_star,mu,sigma
num_agents,0.75,0.15,1.106797181058933
old_theory_payoff,0.75,0.45,1.0124228365658294
new_theory_payoff_old_true,0.3,0.3,0.6324555320336759
new_theory_payoff_new_true,0.15,0.15,0.47434164902525694
belief_strength_min,0.15,-0.15,0.47434164902525694
belief_strength_max,0.0,0.0,0.0
h_index_min,0.15,-0.15,0.4743416490252569
h_index_max,0.75,-0.15,1.1067971810589328
