parameter,mu_star,mu,sigma
num_agents,0.5625,-0.5625,1.125
old_theory_payoff,0.75,-0.75,1.5
new_theory_payoff_old_true,1.125,0.375,1.4361406616345072
new_theory_payoff_new_true,0.1875,0.1875,0.375
belief_strength_min,187.125,-186.375,373.7506688957225
belief_strength_max,1.125,-1.125,2.25
h_index_min,1.125,1.125,1.4361406616345072
h_index_max,1.875,-0.375,3.092329219213245
