parameter,mu_star,mu,sigma
num_agents,76.2,73.5,236.1469351907833
old_theory_payoff,75.825,75.825,235.8329520020474
new_theory_payoff_old_true,74.55,-73.5,234.27627920897157
new_theory_payoff_new_true,75.525,-75.225,235.51646704636175
belief_strength_min,75.075,74.475,234.98751296611488
belief_strength_max,149.25,149.1,314.3313935959945
h_index_min,75.75,-74.55,236.8072000594577
h_index_max,223.875,73.425,422.82568068886263
